Age,Gender,Income,Location,Ad Type,Ad Topic,Ad Placement,Clicks,Click Time,Conversion Rate,CTR,Impressions,Expected_Conversions,Estimated_Cost,Estimated_Revenue,CPA,ROI
19.0,Female,77051.29,Suburban,Native,Health,Search Engine,9,2024-04-06 20:45:56.905392,0.3511,0.0493,182.5557809330629,3.1599000000000004,4.5,126.39600000000002,1.424095699230988,27.088000000000005
53.0,Other,7220.58,Rural,Video,Technology,Search Engine,4,2023-10-28 20:45:56.905392,0.0872,0.0705,56.73758865248227,0.3488,2.0,13.952,5.73394495412844,5.976
31.0,Male,13598.98,Rural,Video,Health,Search Engine,1,2023-11-06 20:45:56.905392,0.0952,0.0063,158.73015873015873,0.0952,0.5,3.8080000000000003,5.2521008403361344,6.6160000000000005
22.0,Female,78442.31,Rural,Banner,Fashion,Search Engine,3,2023-09-13 20:45:56.905392,0.1879,0.0343,87.46355685131196,0.5637000000000001,1.5,22.548000000000002,2.6609898882384244,14.032000000000002
19.0,Male,32948.15,Suburban,Video,Travel,Search Engine,3,2023-09-01 20:45:56.905392,0.1326,0.0813,36.90036900369004,0.3978,1.5,15.911999999999999,3.770739064856712,9.607999999999999
37.0,Male,46404.9,Suburban,Native,Health,Website,3,2023-08-11 20:45:56.905392,0.2896,0.0,,0.8688,1.5,34.752,1.7265193370165746,22.168000000000003
34.0,Male,33137.78,Rural,Banner,Health,Search Engine,1,2023-10-18 20:45:56.905392,0.2774,0.0776,12.88659793814433,0.2774,0.5,11.096,1.8024513338139871,21.192
55.0,Male,30197.17,Urban,Native,Food,Search Engine,6,2024-02-19 20:45:56.905392,0.2275,0.0401,149.62593516209478,1.365,3.0,54.6,2.197802197802198,17.2
42.0,Male,85037.59,Suburban,Banner,Health,Search Engine,4,2023-07-30 20:45:56.905392,0.3362,0.053,75.47169811320755,1.3448,2.0,53.792,1.48720999405116,25.896
13.0,Male,37942.16,Urban,Video,Fashion,Website,2,2023-12-02 20:45:56.905392,0.2124,0.0384,52.083333333333336,0.4248,1.0,16.992,2.354048964218456,15.992
25.0,Female,75745.65,Rural,Video,Technology,Social Media,4,2023-04-28 20:45:56.905392,0.1676,0.0639,62.59780907668232,0.6704,2.0,26.816,2.983293556085919,12.408
51.0,Male,45616.79,Rural,Native,Fashion,Social Media,11,2024-03-12 20:45:56.905392,0.3301,0.0515,213.59223300970876,3.6311,5.5,145.244,1.514692517418964,25.408
25.0,Male,69926.49,Urban,Banner,Fashion,Search Engine,6,2024-01-20 20:45:56.905392,0.0412,0.0472,127.11864406779661,0.2472,3.0,9.888,12.135922330097086,2.296
61.0,Male,28293.89,Rural,Video,Technology,Search Engine,8,2024-02-13 20:45:56.905392,0.1234,0.0556,143.88489208633095,0.9872,4.0,39.488,4.051863857374392,8.872
18.0,Female,61628.29,Rural,Native,Fashion,Search Engine,5,2023-08-16 20:45:56.905392,0.1958,0.0441,113.37868480725623,0.979,2.5,39.16,2.5536261491317673,14.663999999999998
43.0,Male,45168.94,Urban,Video,Finance,Social Media,4,2023-12-18 20:45:56.905392,0.1142,0.0516,77.51937984496124,0.4568,2.0,18.272,4.378283712784588,8.136
22.0,Male,44101.79,Rural,Native,Food,Website,7,2023-08-04 20:45:56.905392,0.2737,0.0458,152.83842794759826,1.9159,3.5,76.636,1.8268176835951773,20.895999999999997
27.0,Male,47226.2,Rural,Banner,Health,Social Media,4,2023-07-05 20:45:56.905392,0.1865,0.0059,677.9661016949153,0.746,2.0,29.84,2.680965147453083,13.92
51.0,Male,68193.73,Urban,Banner,Fashion,Website,2,2023-10-06 20:45:56.905392,0.1191,0.0263,76.04562737642586,0.2382,1.0,9.528,4.198152812762385,8.528
33.0,Female,45404.09,Urban,Banner,Travel,Social Media,3,2024-01-08 20:45:56.905392,0.2172,0.0755,39.735099337748345,0.6516,1.5,26.064,2.3020257826887662,16.376
47.0,Female,39755.26,Rural,Native,Technology,Search Engine,3,2023-12-17 20:45:56.905392,0.1375,0.0155,193.5483870967742,0.41250000000000003,1.5,16.5,3.6363636363636362,10.0
42.0,Female,62514.52,Urban,Video,Health,Website,3,2023-08-03 20:45:56.905392,0.09,0.0492,60.97560975609756,0.27,1.5,10.8,5.555555555555555,6.2
46.0,Male,38154.23,Suburban,Native,Fashion,Search Engine,2,2024-03-12 20:45:56.905392,0.1307,0.0598,33.44481605351171,0.2614,1.0,10.456000000000001,3.825554705432287,9.456000000000001
21.0,Female,35261.69,Urban,Native,Health,Website,4,2024-01-24 20:45:56.905392,0.0384,0.0633,63.19115323854661,0.1536,2.0,6.143999999999999,13.020833333333334,2.0719999999999996
31.0,Male,48777.21,Rural,Native,Fashion,Social Media,3,2023-10-02 20:45:56.905392,0.2619,0.0207,144.92753623188406,0.7857000000000001,1.5,31.428000000000004,1.9091256204658265,19.952
41.0,Female,40057.06,Rural,Banner,Travel,Website,7,2023-10-25 20:45:56.905392,0.4565,0.0682,102.63929618768329,3.1955,3.5,127.82,1.095290251916758,35.519999999999996
22.0,Male,58642.05,Urban,Video,Fashion,Search Engine,2,2023-12-26 20:45:56.905392,0.2844,0.023,86.95652173913044,0.5688,1.0,22.752,1.7580872011251758,21.752
59.0,Other,69557.53,Suburban,Native,Food,Search Engine,6,2024-03-05 20:45:56.905392,0.3954,0.0179,335.195530726257,2.3724,3.0,94.89599999999999,1.2645422357106728,30.631999999999994
23.0,Male,52416.59,Urban,Native,Finance,Search Engine,4,2024-02-08 20:45:56.905392,0.0268,0.0758,52.77044854881266,0.1072,2.0,4.288,18.65671641791045,1.1440000000000001
30.0,Female,54989.79,Rural,Video,Finance,Website,7,2024-03-07 20:45:56.905392,0.3387,0.0501,139.72055888223554,2.3709,3.5,94.83599999999998,1.4762326542663124,26.095999999999997
19.0,Female,51347.93,Rural,Video,Finance,Social Media,8,2023-07-27 20:45:56.905392,0.2678,0.1002,79.84031936127745,2.1424,4.0,85.696,1.8670649738610905,20.424
2.0,Male,46465.18,Suburban,Native,Food,Search Engine,2,2024-03-11 20:45:56.905392,0.1175,0.0533,37.5234521575985,0.235,1.0,9.399999999999999,4.25531914893617,8.399999999999999
61.0,Male,69742.86,Suburban,Native,Finance,Social Media,6,2023-12-26 20:45:56.905392,0.1842,0.0614,97.71986970684038,1.1052,3.0,44.208,2.714440825190011,13.735999999999999
31.0,Male,55623.01,Suburban,Video,Travel,Website,6,2023-06-07 20:45:56.905392,0.1171,0.0554,108.30324909747293,0.7026,3.0,28.104,4.269854824935952,8.368
28.0,Female,88056.27,Rural,Video,Health,Website,2,2023-10-15 20:45:56.905392,0.0905,0.0841,23.781212841854938,0.181,1.0,7.24,5.524861878453039,6.24
32.0,Male,45145.1,Suburban,Banner,Travel,Social Media,3,2023-09-29 20:45:56.905392,0.3451,0.0292,102.73972602739725,1.0353,1.5,41.412000000000006,1.4488554042306576,26.608000000000004
56.0,Female,31765.14,Urban,Video,Fashion,Website,4,2023-10-25 20:45:56.905392,0.1571,0.0505,79.20792079207921,0.6284,2.0,25.136,3.182686187141948,11.568
20.0,Female,23443.43,Rural,Banner,Health,Website,7,2024-01-07 20:45:56.905392,0.0766,0.0486,144.0329218106996,0.5362,3.5,21.448,6.527415143603133,5.128
45.0,Female,50465.17,Urban,Native,Technology,Search Engine,6,2023-05-09 20:45:56.905392,0.0851,0.0582,103.09278350515464,0.5105999999999999,3.0,20.424,5.875440658049355,5.808
28.0,Other,16731.83,Suburban,Banner,Fashion,Social Media,4,2024-03-24 20:45:56.905392,0.2018,0.035,114.28571428571428,0.8072,2.0,32.288000000000004,2.4777006937561943,15.144000000000002
26.0,Female,61394.47,Rural,Native,Finance,Search Engine,7,2023-12-03 20:45:56.905392,0.2582,0.0371,188.67924528301887,1.8074,3.5,72.29599999999999,1.9364833462432225,19.656
43.0,Male,34223.79,Rural,Banner,Food,Social Media,4,2023-11-19 20:45:56.905392,0.0956,0.0637,62.794348508634215,0.3824,2.0,15.296000000000001,5.230125523012552,6.648000000000001
49.0,Male,54114.07,Suburban,Video,Food,Search Engine,4,2024-03-11 20:45:56.905392,0.204,0.0636,62.893081761006286,0.816,2.0,32.64,2.450980392156863,15.32
27.0,Other,56858.33,Urban,Banner,Fashion,Website,10,2024-03-04 20:45:56.905392,0.2745,0.0352,284.09090909090907,2.745,5.0,109.80000000000001,1.8214936247723132,20.96
23.0,Male,34881.97,Urban,Banner,Finance,Website,7,2024-03-05 20:45:56.905392,0.2113,0.0385,181.8181818181818,1.4790999999999999,3.5,59.163999999999994,2.36630383341221,15.903999999999998
17.0,Male,68381.42,Suburban,Text,Travel,Social Media,6,2024-02-26 20:45:56.905392,0.0726,0.0586,102.38907849829351,0.4356,3.0,17.424,6.887052341597796,4.808
51.0,Female,80683.67,Suburban,Text,Fashion,Search Engine,7,2023-07-02 20:45:56.905392,0.1547,0.0816,85.7843137254902,1.0829,3.5,43.316,3.2320620555914674,11.376000000000001
26.0,Female,71263.19,Suburban,Video,Technology,Search Engine,4,2023-07-11 20:45:56.905392,0.1317,0.0465,86.02150537634408,0.5268,2.0,21.072000000000003,3.796507213363705,9.536000000000001
7.0,Male,35821.04,Urban,Native,Food,Social Media,4,2023-12-15 20:45:56.905392,0.3636,0.0383,104.43864229765013,1.4544,2.0,58.175999999999995,1.3751375137513753,28.087999999999997
56.0,Male,87081.81,Rural,Native,Technology,Website,5,2023-07-20 20:45:56.905392,0.1407,0.0547,91.40767824497259,0.7035,2.5,28.14,3.5536602700781805,10.256
14.0,Male,63648.58,Suburban,Video,Health,Website,4,2024-01-05 20:45:56.905392,0.1497,0.0555,72.07207207207207,0.5988,2.0,23.951999999999998,3.3400133600534403,10.975999999999999
46.0,Male,32447.04,Urban,Banner,Health,Social Media,3,2023-09-24 20:45:56.905392,0.1546,0.0738,40.65040650406504,0.4638,1.5,18.552,3.2341526520051747,11.368
37.0,Female,30394.77,Rural,Text,Travel,Social Media,6,2024-02-23 20:45:56.905392,0.3277,0.0319,188.08777429467085,1.9662,3.0,78.648,1.5257857796765335,25.215999999999998
39.0,Male,97880.74,Rural,Banner,Health,Website,6,2023-07-14 20:45:56.905392,0.2917,0.0936,64.1025641025641,1.7502,3.0,70.008,1.7140898183064792,22.336
26.0,Female,83055.36,Rural,Banner,Health,Website,5,2023-08-09 20:45:56.905392,0.1047,0.0792,63.13131313131313,0.5235,2.5,20.939999999999998,4.7755491881566385,7.3759999999999994
40.0,Female,90363.22,Suburban,Native,Food,Search Engine,7,2024-01-05 20:45:56.905392,0.4696,0.0909,77.00770077007701,3.2872000000000003,3.5,131.488,1.0647359454855194,36.568
9.0,Female,51339.37,Suburban,Banner,Fashion,Website,5,2023-04-25 20:45:56.905392,0.1036,0.0447,111.85682326621925,0.518,2.5,20.72,4.826254826254826,7.287999999999999
43.0,Female,104729.51,Urban,Video,Travel,Search Engine,4,2023-09-22 20:45:56.905392,0.3512,0.0798,50.12531328320802,1.4048,2.0,56.192,1.4236902050113895,27.096
58.0,Male,29740.07,Suburban,Banner,Technology,Social Media,3,2023-11-07 20:45:56.905392,0.0708,0.0684,43.859649122807014,0.2124,1.5,8.496,7.062146892655367,4.664000000000001
48.0,Female,55433.23,Suburban,Text,Technology,Social Media,3,2024-04-09 20:45:56.905392,0.109,0.0676,44.37869822485207,0.327,1.5,13.08,4.587155963302752,7.72
4.0,Female,47820.05,Rural,Banner,Finance,Social Media,9,2024-03-01 20:45:56.905392,0.3845,0.0286,314.68531468531467,3.4605,4.5,138.42000000000002,1.3003901170351104,29.760000000000005
20.0,Male,48854.81,Rural,Video,Food,Website,4,2024-01-25 20:45:56.905392,0.166,0.0454,88.10572687224669,0.664,2.0,26.560000000000002,3.012048192771084,12.280000000000001
32.0,Other,28821.37,Urban,Banner,Travel,Search Engine,3,2023-05-03 20:45:56.905392,0.1095,0.0528,56.81818181818182,0.3285,1.5,13.14,4.566210045662101,7.760000000000001
42.0,Female,43469.43,Rural,Video,Finance,Website,3,2024-03-27 20:45:56.905392,0.2292,0.0698,42.97994269340974,0.6876,1.5,27.503999999999998,2.181500872600349,17.336
33.0,Male,56600.92,Suburban,Native,Health,Search Engine,7,2024-04-02 20:45:56.905392,0.1863,0.0388,180.41237113402062,1.3041,3.5,52.164,2.6838432635534084,13.904
27.0,Male,49990.4,Suburban,Text,Food,Social Media,8,2024-03-05 20:45:56.905392,0.416,0.0623,128.41091492776886,3.328,4.0,133.12,1.2019230769230769,32.28
43.0,Female,66362.32,Urban,Banner,Fashion,Social Media,7,2024-03-01 20:45:56.905392,0.1332,0.0467,149.8929336188437,0.9324000000000001,3.5,37.29600000000001,3.7537537537537533,9.656000000000002
52.0,Female,58564.27,Rural,Native,Food,Website,2,2024-03-21 20:45:56.905392,0.0593,0.0735,27.2108843537415,0.1186,1.0,4.744,8.431703204047217,3.7439999999999998
31.0,Male,,Urban,Native,Food,Search Engine,9,2023-08-02 20:45:56.905392,0.1881,0.0693,129.87012987012986,1.6928999999999998,4.5,67.716,2.658160552897395,14.047999999999998
45.0,Female,52409.62,Rural,Text,Travel,Website,8,2024-02-16 20:45:56.905392,0.3332,0.0296,270.27027027027026,2.6656,4.0,106.624,1.5006002400960385,25.656
,Male,66157.86,Urban,Text,Fashion,Social Media,6,2023-06-22 20:45:56.905392,0.1221,0.0629,95.38950715421304,0.7326,3.0,29.304000000000002,4.095004095004095,8.768
20.0,Female,62042.42,Urban,Banner,Technology,Social Media,0,2023-11-04 20:45:56.905392,0.4271,0.0456,0.0,0.0,0.0,0.0,,
30.0,Male,32696.2,Urban,Video,Fashion,Social Media,3,2024-02-09 20:45:56.905392,0.1123,0.0963,31.152647975077883,0.3369,1.5,13.475999999999999,4.4523597506678545,7.983999999999999
27.0,Other,46933.59,Rural,Banner,Fashion,Search Engine,3,2024-02-09 20:45:56.905392,0.3252,0.0247,121.45748987854252,0.9756,1.5,39.024,1.5375153751537516,25.016000000000002
39.0,Other,45190.19,Rural,Native,Technology,Website,7,2023-08-28 20:45:56.905392,0.3778,0.016,437.5,2.6446,3.5,105.784,1.3234515616728428,29.224
50.0,Male,48784.73,Rural,Native,Finance,Search Engine,6,2023-05-28 20:45:56.905392,0.1611,0.0115,521.7391304347826,0.9665999999999999,3.0,38.663999999999994,3.103662321539417,11.887999999999998
42.0,Male,60657.32,Urban,Banner,Finance,Search Engine,3,2023-09-30 20:45:56.905392,0.1736,0.0422,71.09004739336493,0.5208,1.5,20.832,2.880184331797235,12.888
25.0,Male,65288.02,Rural,Banner,Fashion,Social Media,4,2023-05-06 20:45:56.905392,0.2073,0.0932,42.918454935622314,0.8292,2.0,33.168,2.41196333815726,15.584
12.0,Male,32878.33,Urban,Banner,Technology,Social Media,3,2023-10-12 20:45:56.905392,0.2022,0.0295,101.69491525423729,0.6066,1.5,24.264000000000003,2.472799208704253,15.176000000000002
43.0,Male,16353.19,Rural,Native,Fashion,Website,5,2023-12-10 20:45:56.905392,0.1661,0.0461,108.45986984815617,0.8305,2.5,33.22,3.0102347983142685,12.288
7.0,Female,63061.39,Urban,Video,Finance,Social Media,7,2023-07-17 20:45:56.905392,0.1135,0.0421,166.270783847981,0.7945,3.5,31.78,4.405286343612335,8.08
44.0,Male,68605.1,Rural,Video,Travel,Website,3,2024-03-19 20:45:56.905392,0.2139,0.041,73.17073170731707,0.6417,1.5,25.668000000000003,2.337540906965872,16.112000000000002
32.0,Male,58103.65,Suburban,Banner,Finance,Website,5,2023-06-02 20:45:56.905392,0.4287,0.0708,70.62146892655367,2.1435,2.5,85.74,1.166316771635176,33.296
17.0,Female,54080.05,Rural,Video,Finance,Social Media,9,2024-01-25 20:45:56.905392,0.1612,0.0593,151.77065767284992,1.4508,4.5,58.032000000000004,3.1017369727047144,11.896
39.0,Male,33544.69,Urban,Video,Fashion,Website,3,2023-07-08 20:45:56.905392,0.1291,0.0458,65.50218340611353,0.3873,1.5,15.491999999999999,3.872966692486445,9.328
34.0,Male,24462.51,Suburban,Video,Technology,Social Media,6,2024-02-29 20:45:56.905392,0.3729,0.0784,76.53061224489797,2.2374,3.0,89.49600000000001,1.3408420488066506,28.832000000000004
34.0,Male,45471.26,Rural,Banner,Food,Website,10,2023-11-19 20:45:56.905392,0.0341,0.0742,134.77088948787062,0.34099999999999997,5.0,13.639999999999999,14.66275659824047,1.7279999999999998
33.0,Female,29678.95,Urban,Video,Technology,Search Engine,7,2023-11-30 20:45:56.905392,0.3446,0.0471,148.619957537155,2.4122000000000003,3.5,96.48800000000001,1.4509576320371442,26.568000000000005
41.0,Female,36854.1,Rural,Video,Food,Social Media,10,2023-05-23 20:45:56.905392,0.1541,0.0683,146.41288433382138,1.541,5.0,61.64,3.2446463335496434,11.328
48.0,Male,55879.82,Rural,Banner,Travel,Website,4,2024-02-14 20:45:56.905392,0.1433,0.0501,79.84031936127745,0.5732,2.0,22.928,3.489183531053733,10.464
42.0,Other,62401.05,Urban,Banner,Food,Search Engine,3,2023-12-05 20:45:56.905392,0.4052,0.0722,41.551246537396125,1.2156,1.5,48.624,1.2339585389930898,31.416
50.0,Female,65592.67,Urban,Banner,Technology,Website,7,2023-09-19 20:45:56.905392,0.0832,0.0519,134.8747591522158,0.5824,3.5,23.296,6.009615384615384,5.656
34.0,Other,59099.68,Rural,Native,Fashion,Social Media,7,2023-12-13 20:45:56.905392,0.1222,0.0208,336.53846153846155,0.8554,3.5,34.216,4.091653027823241,8.776
59.0,Female,23931.29,Rural,Text,Travel,Search Engine,1,2024-03-01 20:45:56.905392,0.0769,0.0746,13.404825737265416,0.0769,0.5,3.0759999999999996,6.501950585175553,5.151999999999999
43.0,Male,38711.01,Suburban,Banner,Health,Search Engine,6,2024-04-12 20:45:56.905392,0.106,0.0403,148.8833746898263,0.636,3.0,25.44,4.716981132075472,7.48
26.0,Male,36057.35,Suburban,Video,Fashion,Social Media,4,2023-04-25 20:45:56.905392,0.2988,0.0291,137.4570446735395,1.1952,2.0,47.808,1.6733601070950468,22.904
18.0,Male,70756.79,Urban,Native,Technology,Social Media,6,2024-03-20 20:45:56.905392,0.3104,0.0431,139.21113689095128,1.8624,3.0,74.49600000000001,1.6108247422680413,23.832000000000004
38.0,Male,81203.09,Urban,Video,Technology,Social Media,5,2024-03-24 20:45:56.905392,0.1163,0.049,102.0408163265306,0.5815,2.5,23.26,4.299226139294927,8.304
15.0,Male,20795.88,Rural,Banner,Technology,Social Media,4,2024-03-22 20:45:56.905392,0.1511,0.029,137.9310344827586,0.6044,2.0,24.176000000000002,3.3090668431502315,11.088000000000001
20.0,Other,11206.48,Urban,Banner,Technology,Social Media,7,2023-06-10 20:45:56.905392,0.2606,0.0545,128.44036697247705,1.8242,3.5,72.968,1.918649270913277,19.848000000000003
38.0,Other,60531.72,Urban,Native,Finance,Search Engine,6,2023-09-27 20:45:56.905392,0.1397,0.0651,92.16589861751152,0.8382,3.0,33.528,3.579098067287044,10.176
25.0,Male,83206.78,Suburban,Video,Food,Website,5,2023-11-06 20:45:56.905392,0.2368,0.0602,83.05647840531562,1.1840000000000002,2.5,47.36000000000001,2.1114864864864864,17.944000000000003
21.0,Male,42723.82,Urban,Text,Food,Search Engine,5,2023-06-01 20:45:56.905392,0.0547,0.0989,50.55611729019211,0.27349999999999997,2.5,10.939999999999998,9.140767824497258,3.375999999999999
34.0,Female,49379.1,Rural,Native,Health,Search Engine,5,2023-08-08 20:45:56.905392,0.2179,0.0541,92.42144177449168,1.0895000000000001,2.5,43.580000000000005,2.2946305644791187,16.432000000000002
36.0,Female,42727.55,Rural,Banner,Fashion,Social Media,12,2023-07-22 20:45:56.905392,0.0364,0.0114,1052.6315789473683,0.4368,6.0,17.472,13.736263736263735,1.9120000000000001
31.0,Male,74836.03,Rural,Video,Food,Search Engine,5,2023-10-10 20:45:56.905392,0.1935,0.0628,79.61783439490446,0.9675,2.5,38.7,2.5839793281653747,14.48
29.0,Male,16626.56,Urban,Banner,Travel,Social Media,2,2023-09-14 20:45:56.905392,0.2471,0.0235,85.1063829787234,0.4942,1.0,19.768,2.023472278429786,18.768
47.0,Female,62264.2,Rural,Native,Technology,Social Media,9,2023-11-02 20:45:56.905392,0.0732,0.0573,157.06806282722513,0.6588,4.5,26.352000000000004,6.830601092896174,4.856000000000001
40.0,Male,50869.38,Suburban,Text,Travel,Search Engine,5,2023-10-22 20:45:56.905392,0.42,0.0322,155.27950310559007,2.1,2.5,84.0,1.1904761904761905,32.6
31.0,Female,52330.96,Urban,Video,Food,Social Media,6,2024-03-30 20:45:56.905392,0.2143,0.0348,172.41379310344828,1.2858,3.0,51.432,2.3331777881474567,16.144000000000002
71.0,Male,38427.9,Urban,Video,Health,Social Media,5,2023-11-19 20:45:56.905392,0.1635,0.0692,72.25433526011561,0.8175,2.5,32.7,3.058103975535168,12.080000000000002
37.0,Male,24706.43,Urban,Native,Food,Social Media,6,2024-04-16 20:45:56.905392,0.1321,0.065,92.3076923076923,0.7926,3.0,31.704,3.785011355034065,9.568
51.0,Female,47650.25,Rural,Video,Finance,Social Media,1,2023-08-13 20:45:56.905392,0.2865,0.0225,44.44444444444444,0.2865,0.5,11.459999999999999,1.7452006980802794,21.919999999999998
26.0,Male,40296.27,Rural,Native,Fashion,Website,4,2024-02-14 20:45:56.905392,0.3479,0.0165,242.4242424242424,1.3916,2.0,55.664,1.4371945961483186,26.832
14.0,Other,70461.34,Suburban,Video,Technology,Website,6,2023-05-30 20:45:56.905392,0.2623,0.0443,135.44018058690745,1.5737999999999999,3.0,62.952,1.9062142584826536,19.983999999999998
23.0,Male,52967.11,Rural,Text,Finance,Website,5,2023-12-04 20:45:56.905392,0.1791,0.0873,57.273768613974795,0.8955000000000001,2.5,35.82,2.7917364600781682,13.328
30.0,Male,49411.59,Suburban,Text,Fashion,Search Engine,3,2023-11-27 20:45:56.905392,0.285,0.0526,57.03422053231939,0.855,1.5,34.2,1.7543859649122808,21.8
27.0,Female,67516.66,Urban,Native,Travel,Social Media,5,2023-08-13 20:45:56.905392,0.0516,0.0412,121.35922330097087,0.258,2.5,10.32,9.689922480620154,3.128
55.0,Female,52696.16,Urban,Text,Health,Search Engine,6,2023-09-15 20:45:56.905392,0.2763,0.0548,109.48905109489051,1.6578,3.0,66.312,1.8096272167933407,21.104
33.0,Male,51681.29,Rural,Text,Food,Website,5,2024-02-01 20:45:56.905392,0.3003,0.0264,189.3939393939394,1.5015,2.5,60.06,1.665001665001665,23.024
41.0,Other,67862.32,Rural,Text,Health,Social Media,3,2024-02-19 20:45:56.905392,0.2056,0.0783,38.31417624521073,0.6168,1.5,24.672,2.431906614785992,15.448
34.0,Male,47231.27,Rural,Text,Health,Website,5,2024-02-10 20:45:56.905392,0.0752,0.0216,231.48148148148147,0.376,2.5,15.04,6.648936170212766,5.016
28.0,Female,44969.41,Urban,Native,Food,Search Engine,8,2023-06-17 20:45:56.905392,0.0927,0.0368,217.3913043478261,0.7416,4.0,29.664,5.393743257820928,6.416
35.0,Male,60980.54,Suburban,Native,Health,Social Media,5,2023-09-05 20:45:56.905392,0.4397,0.0507,98.61932938856016,2.1985,2.5,87.94,1.137138958380714,34.176
60.0,Male,83111.39,Urban,Native,Travel,Social Media,5,2023-11-12 20:45:56.905392,0.133,0.032,156.25,0.665,2.5,26.6,3.7593984962406015,9.64
23.0,Male,23454.53,Rural,Video,Finance,Social Media,5,2023-05-28 20:45:56.905392,0.6172,0.0408,122.54901960784314,3.086,2.5,123.44,0.8101101749837978,48.376
46.0,Female,47349.46,Rural,Native,Technology,Search Engine,4,2023-09-08 20:45:56.905392,0.1303,0.064,62.5,0.5212,2.0,20.848,3.837298541826554,9.424
19.0,Male,8490.3,Suburban,Banner,Travel,Website,0,2023-09-12 20:45:56.905392,0.176,0.0353,0.0,0.0,0.0,0.0,,
28.0,Male,62055.76,Rural,Banner,Finance,Website,8,2023-06-14 20:45:56.905392,0.0539,0.0609,131.36288998357963,0.4312,4.0,17.248,9.276437847866418,3.3120000000000003
35.0,Male,59722.54,Urban,Video,Food,Website,4,2024-04-14 20:45:56.905392,0.1339,0.0413,96.85230024213074,0.5356,2.0,21.424,3.734129947722181,9.712
39.0,Male,90899.4,Rural,Video,Travel,Search Engine,5,2023-04-26 20:45:56.905392,0.5542,0.0647,77.27975270479135,2.771,2.5,110.84,0.9022013713460845,43.336
57.0,Male,36210.49,Rural,Text,Food,Website,5,2023-05-15 20:45:56.905392,0.0455,0.0609,82.10180623973727,0.22749999999999998,2.5,9.1,10.98901098901099,2.6399999999999997
34.0,Male,57579.82,Suburban,Text,Health,Social Media,3,2023-05-11 20:45:56.905392,0.344,0.0494,60.72874493927126,1.032,1.5,41.28,1.4534883720930232,26.52
22.0,Female,57789.66,Suburban,Banner,Technology,Search Engine,8,2023-09-28 20:45:56.905392,0.0951,0.0384,208.33333333333334,0.7608,4.0,30.432000000000002,5.257623554153523,6.6080000000000005
44.0,Female,74243.63,Suburban,Text,Technology,Search Engine,6,2024-04-14 20:45:56.905392,0.1126,0.079,75.94936708860759,0.6756,3.0,27.024,4.440497335701599,8.008000000000001
29.0,Female,52273.12,Rural,Banner,Travel,Social Media,4,2023-08-26 20:45:56.905392,0.1043,0.0166,240.96385542168673,0.4172,2.0,16.688000000000002,4.793863854266538,7.344000000000001
38.0,Female,29242.4,Rural,Native,Food,Social Media,8,2024-04-07 20:45:56.905392,0.2715,0.0241,331.9502074688797,2.172,4.0,86.88000000000001,1.8416206261510129,20.720000000000002
33.0,Male,80135.37,Rural,Video,Food,Social Media,4,2023-07-28 20:45:56.905392,0.4176,0.0609,65.68144499178982,1.6704,2.0,66.816,1.1973180076628351,32.408
5.0,Male,40464.5,Rural,Video,Food,Website,7,2024-03-05 20:45:56.905392,0.2853,0.0708,98.87005649717514,1.9971,3.5,79.884,1.7525411847178407,21.824
42.0,Female,75832.7,Rural,Text,Food,Search Engine,7,2023-06-29 20:45:56.905392,0.0226,0.0383,182.76762402088772,0.15819999999999998,3.5,6.327999999999999,22.123893805309738,0.8079999999999998
43.0,Female,75923.47,Rural,Native,Health,Search Engine,6,2023-09-14 20:45:56.905392,0.0831,0.0462,129.8701298701299,0.49859999999999993,3.0,19.943999999999996,6.01684717208183,5.647999999999999
48.0,Female,72288.65,Suburban,Native,Finance,Social Media,7,2023-11-19 20:45:56.905392,0.0792,0.0497,140.8450704225352,0.5544,3.5,22.176000000000002,6.313131313131313,5.336
62.0,Male,53547.24,Rural,Banner,Technology,Search Engine,4,2024-04-10 20:45:56.905392,0.1149,0.0519,77.0712909441233,0.4596,2.0,18.384,4.351610095735422,8.192
17.0,Male,44249.16,Suburban,Text,Technology,Website,4,2023-12-20 20:45:56.905392,0.1307,0.0674,59.347181008902076,0.5228,2.0,20.912000000000003,3.825554705432287,9.456000000000001
42.0,Male,79137.04,Rural,Text,Finance,Social Media,6,2023-10-25 20:45:56.905392,0.0935,0.0736,81.52173913043478,0.5609999999999999,3.0,22.439999999999998,5.3475935828877015,6.4799999999999995
41.0,Male,67003.82,Urban,Video,Technology,Social Media,3,2023-07-24 20:45:56.905392,0.1009,0.0762,39.37007874015748,0.3027,1.5,12.108,4.955401387512388,7.072
28.0,Female,42338.34,Suburban,Text,Fashion,Social Media,5,2024-04-03 20:45:56.905392,0.3266,0.0612,81.69934640522877,1.633,2.5,65.32,1.5309246785058175,25.127999999999997
40.0,Male,37573.92,Suburban,Text,Health,Website,8,2023-10-01 20:45:56.905392,0.1471,0.0384,208.33333333333334,1.1768,4.0,47.072,3.399048266485384,10.768
42.0,Male,94180.59,Rural,Video,Food,Search Engine,3,2024-01-09 20:45:56.905392,0.0426,0.0411,72.99270072992701,0.1278,1.5,5.112,11.737089201877934,2.408
16.0,Female,71584.07,Suburban,Banner,Food,Search Engine,4,2023-08-05 20:45:56.905392,0.0898,0.0282,141.84397163120568,0.3592,2.0,14.368,5.567928730512249,6.184
